task_id,device_id,task_size_MB,energy_J,deadline_ms,priority,cpu_usage,memory_MB,buffer_size,network_latency_ms,target_server
26,76,4.23471179293198,4.56050357527769,256,1,24.97975591509789,1640.2327153565532,36,67.30156829161794,CLOUD1
27,58,5.34778424603119,7.494146932427787,264,2,64.42817537215132,311.21635223428086,42,99.50585804560525,FOG2
28,22,13.183137637768708,6.736130484822933,393,3,41.527491885765386,177.8919474922646,11,78.63640594143783,CLOUD2
29,89,21.342144182313763,8.812261472747972,190,2,73.64602191141056,734.7490391713228,47,56.33449555011589,CLOUD2
30,49,1.2953412502585064,4.033364138972015,134,1,12.946865368264264,1289.3818849459676,5,78.20071084242728,CLOUD1
31,91,10.068700750937257,7.793108979495031,231,3,63.43861102635156,1607.497101658403,3,50.14630162766173,FOG2
32,59,8.72617942919239,2.6682904639691576,381,2,61.98578693199742,1137.5187435978696,15,34.536326759164794,FOG1
33,42,1.2603389968535823,4.778727001448842,177,2,85.27483809002516,1203.4226749832633,2,29.886321392451148,FOG1
34,92,2.3812309968839065,4.069505894731457,318,2,67.06940428512564,1619.730621330493,2,42.950531324530935,CLOUD2
35,60,3.7251762877718204,6.204890825818818,88,3,73.7041517138625,1104.802411015643,8,5.216911163234531,CLOUD1
36,80,1.8263889212048552,6.1565515964871045,72,3,82.36728126825346,1261.193531429971,46,21.810811517720147,CLOUD2
37,15,2.7935613945878757,3.198760813544057,291,3,64.00415346335903,1080.8129459554625,30,17.020667766059535,FOG1
38,62,3.1142955692747116,6.3163843479688335,415,1,33.212290796797966,1772.8706433986376,41,96.2324925029559,CLOUD2
39,62,4.089820348098246,4.239021834312216,156,3,79.58190396668176,547.4815753116688,5,11.160543273542885,FOG2
40,47,13.838591398841594,3.366405280096612,397,1,69.80624955807801,601.5878106269678,30,52.59241354332948,FOG1
41,62,8.484269732466808,4.976437275715345,191,1,43.95500832007148,343.1267770434689,44,92.373203467492,FOG1
42,51,42.864744442584126,2.046311677274964,194,2,66.84233381199697,1656.9868278394013,10,62.71442079140294,CLOUD2
43,55,5.356919558474823,6.862612699977543,329,2,79.41511017449136,882.3768520684789,33,52.05056241062914,CLOUD2
44,64,14.018754130724343,4.88875837911656,294,2,88.05217051130172,760.9984876743632,24,75.58437176046094,CLOUD1
45,3,20.515806567954282,4.932508756403919,491,2,86.18812031672442,1964.5625624655968,19,38.57065270362757,CLOUD2
46,51,11.362471582150238,4.825666745826986,240,3,36.02622614113132,1860.9263962355924,30,23.40287183091956,FOG2
47,7,5.3079832423353555,8.293700173383568,339,1,43.73549709745454,1946.7765960370466,25,85.49183362301545,CLOUD1
48,21,14.007772567556145,8.037755377659641,228,1,18.7629283981897,370.3680938415164,11,10.375305102648865,CLOUD1
49,73,2.2773801191860743,7.701522186798373,161,3,29.80354296144368,1793.378444981516,49,81.74042896326029,FOG1
50,39,3.9683073955586563,4.829916711482324,263,1,80.59369667895602,724.5482388361578,35,14.819778545663327,FOG2
51,18,7.9116859365632175,2.7687501750201253,187,2,38.86799410234872,124.04786340253878,1,64.42894840116269,FOG2
52,4,8.566298384975301,4.968041114232172,423,2,59.64421268759048,843.4668383678306,17,50.31949622219956,CLOUD1
53,89,0.22390277358763627,5.628800841454364,249,2,63.27724946456266,1067.4730709623134,31,99.86141114259766,CLOUD1
54,60,29.025004111560406,6.625220607786556,454,2,72.54634201146496,305.61880477807017,6,41.852473662203245,FOG1
55,14,11.927931014648872,5.622365482200487,470,1,24.624002419650477,1121.5874720610868,13,95.94223630181918,CLOUD2
56,9,6.845913864369063,2.9470114476208273,56,3,34.38505076915484,1656.98080993579,26,43.35914787542243,FOG2
57,90,27.049634860371725,3.9291690593195607,395,1,45.86690731665445,817.5368065944685,36,69.76154663703271,FOG2
58,53,5.782047360110086,3.747726937502156,62,2,39.18728489906188,770.0251324151742,5,66.14782054029669,FOG1
59,2,39.34042171220752,6.078106100811642,129,1,88.63241862877518,743.7397984382872,47,13.212935430800117,CLOUD1
60,84,7.180235623839925,6.127194906479934,335,2,76.79526425709699,1853.8794471790147,14,75.61975274778997,FOG2
61,92,1.2136091990521396,6.389263776161741,208,2,48.374940369638885,192.6403877013783,15,24.82342301400543,FOG1
62,60,14.473231975719834,5.602071709344706,438,3,80.34149008691743,945.644669786615,12,41.90188985602306,CLOUD1
63,71,11.359955931339412,0.8816009804627116,465,2,37.81223580666374,602.738962884462,46,79.30907097507854,FOG1
64,44,14.827467667604255,1.5482806434503824,321,2,72.86626591122116,1798.233348236239,42,94.70980023465769,FOG2
65,8,30.24996910815326,4.719624737320716,250,3,27.894047848516294,282.49930080922746,8,58.18134733966394,CLOUD1
66,47,14.982960032149244,5.196155840932785,199,2,71.78576361810927,881.7412566927806,31,54.34152759676119,FOG1
67,35,9.4504161128113,7.507331174305957,497,2,46.516272255658265,872.9506888590628,26,52.967724597296765,FOG1
68,78,19.470731415949313,5.155590295990064,477,2,18.59994567937939,1787.949393339343,29,82.57364612297594,FOG1
69,81,11.185490293819582,3.048101338280706,345,2,31.860996364446585,509.43754557784195,4,99.3460275915859,FOG2
70,36,5.244497738266078,6.324329615554737,342,3,42.18196992188517,1325.301279573061,28,65.1911491589153,FOG2
71,50,21.682269793130835,4.9654966142715145,383,1,69.94343293315497,355.3716410867993,25,40.96913051592207,CLOUD2
72,4,2.5090082055114222,4.19589042893193,321,2,15.838617178476069,1912.5538567530311,40,25.77310986639321,FOG2
73,2,12.540082056619895,1.7708011840597808,92,2,62.76375960741117,1226.728422617343,32,23.888014372039407,FOG1
74,6,21.333779465622293,5.170374016222465,368,3,67.28109127462749,1289.8877876092736,36,86.33434515241227,FOG2
75,54,13.142212453522568,5.457635821958921,64,3,62.313709594060114,924.1694631548971,11,99.2734454864893,FOG1
76,4,11.949318606150474,3.0077073917879007,297,2,70.85357105340445,750.3371540660123,37,71.30909183998388,FOG1
77,54,13.969036170667412,6.488715576412551,221,2,24.253489281827065,504.085216040265,10,95.80375018235547,FOG1
78,93,6.255918052702939,6.309593597301967,267,2,56.96826840504299,1247.576732281292,38,38.24957565061026,CLOUD1
79,63,20.728289106520034,5.097825164785951,186,2,85.29159577631039,1913.6673161616523,36,64.62154717657236,CLOUD2
80,18,2.274483978042492,5.023445715884082,370,3,58.862741584363015,783.6028127755658,27,53.610032589462755,CLOUD2
81,90,1.3626245114395843,6.8920754933284964,276,3,58.906907756236244,1777.9980884579031,17,50.791724996907675,FOG1
82,44,3.361845701670913,5.735060737562064,93,3,68.91517136906151,382.6749944097744,7,65.0754954352399,FOG2
83,34,7.583843921781926,3.5954891021032793,69,1,36.656338570068726,1878.6394396754215,9,34.48218737619017,CLOUD2
84,74,7.144970668792968,4.604703432799704,168,3,66.03807210572324,765.9239394063454,35,65.85912217882448,FOG1
85,62,17.18130404501745,6.1136988038721585,283,3,83.29870666505721,821.4817020273567,9,68.9218455098273,FOG2
86,100,5.184691888636753,0.9353581513358797,417,2,10.87163784202744,979.4002883652237,36,84.4307666512004,CLOUD1
87,14,6.62316229186086,3.1369479024207427,428,2,79.60904328870923,1464.6641129005354,30,74.39573475296987,CLOUD1
88,95,0.1345783505241836,6.36427533267795,466,2,27.48946650070873,1467.341524009167,31,35.3785739968839,FOG1
89,48,5.271908675926737,7.417755208432226,385,2,46.473861896030016,1011.218310967364,19,47.82600306106724,FOG2
90,15,10.434829253188342,7.042097480536024,405,3,78.18782407621103,1093.9905086964782,41,16.435901564899495,CLOUD1
91,72,0.15629842723005943,6.786586624495561,311,2,75.91297019653032,157.0199267708682,23,29.44294307409995,CLOUD1
92,78,3.2972976948611232,5.259487725342883,132,2,81.35419825008447,678.1637329608187,20,54.48978069445614,CLOUD1
93,87,2.331387867784296,2.942193180624621,80,2,85.23334341060209,757.432441038158,6,14.572274182129854,FOG2
94,62,0.42892291220461853,4.60675323085353,371,2,45.772556541740684,1161.5818105789429,43,59.20759810097492,FOG1
95,40,6.525045747647974,1.0134618987616304,323,3,62.509104864080555,1160.7695580054785,24,42.076519411145064,FOG1
96,85,2.005547272433607,7.6013121724215065,283,2,41.238275242088534,1448.809615682959,47,8.302796167297654,CLOUD1
97,80,13.589965192594974,3.365774395051382,77,2,38.05733739937327,1462.3518628143538,22,46.272548753021766,FOG1
98,82,18.83400421725826,3.933308479953594,301,1,44.52763284781356,546.9003760029577,6,31.70831676266905,CLOUD2
99,53,7.887448035442281,7.117238105281153,373,2,69.44609078261408,1563.355587099167,24,11.362850548154041,CLOUD1
100,24,40.012555303127954,1.7707460857809116,302,2,50.115259771324226,137.2467792879359,42,32.87013683251219,FOG2
101,26,5.9870750948496205,2.621194751949137,498,3,75.12477395586737,1460.707580752769,22,32.939036753975095,FOG1
102,89,7.202475203616292,5.5359426876502695,288,1,69.61747817569247,293.91609668690387,18,38.731998707419685,FOG2
103,60,45.298543824903525,6.040760830134957,419,2,11.638276889951946,1486.331596000316,16,39.81512207165626,FOG1
104,41,2.633777446196098,4.856598409651681,478,1,60.41905256849293,1101.524372079968,36,45.8282929548832,FOG2
105,29,28.56769601412903,4.921833774128185,363,2,44.925689864687286,930.7835512978751,13,13.736022133832844,FOG2
106,15,0.4378215806686765,7.536755907788891,224,3,46.53031913209133,1412.2661405467152,37,5.501389316112394,FOG1
107,45,5.9128919407610745,6.272636890121301,243,2,75.46984430959158,169.10458411974216,24,74.92069228396852,CLOUD1
108,65,0.7257446932913387,6.002339869055092,229,2,53.80863888677414,524.5936187835989,19,37.047912695578106,CLOUD1
109,89,13.065030434925582,6.5512929855874855,469,2,80.84974587671577,1271.2362706885426,20,63.293118668458185,FOG2
110,71,9.375371874830156,4.3988194506227645,434,1,67.02444739133523,1709.7092725985542,27,34.16830789365265,CLOUD2
111,9,12.263352008274772,9.346331328286041,344,2,54.227200701124225,824.1045101957222,17,98.4977973423667,FOG2
112,88,4.691726145829152,0.3849369633350337,264,2,70.3630380920883,591.6467980037585,16,34.96534691008691,CLOUD2
113,1,4.61213470587791,7.915842048237563,252,2,13.067924074032584,1085.5992279990892,1,62.479218239480204,CLOUD1
114,8,0.46378317919235085,6.804215037486219,299,3,12.166692386256619,1282.3989795349987,21,25.897268618464285,CLOUD2
115,88,4.306982112640708,5.496576503101708,411,2,16.667946153668165,898.1957596709183,27,54.19122594581065,FOG1
116,63,26.491456779779256,5.160057915204223,306,2,45.00522601177141,1765.7502970535345,1,60.036426633679895,CLOUD2
117,11,4.767890577736535,4.688893405725787,124,3,28.83601165015545,1094.5335468340254,30,22.368283765866188,FOG1
118,81,17.800347109610193,7.206887175926818,393,3,88.74090355326277,168.0648163841115,20,16.747263636309928,FOG2
119,8,18.47222527642138,4.920271052000232,251,2,53.38321112090935,523.8025139417617,24,97.49212256391057,CLOUD2
120,35,4.671934317588539,3.5442305209538256,191,1,62.99325968649268,956.2293587438477,46,89.86042345371047,FOG1
121,35,9.996415814933142,6.803965770643364,255,2,32.30561089973573,1425.6784861321735,2,67.70637754682669,FOG2
122,33,1.0023102985215533,8.169532468119716,248,2,35.7437526870087,517.5292632059188,15,86.80015576924917,CLOUD2
123,5,1.0945620347523644,1.1456617538424934,456,1,36.836953131292475,1954.8891354631,29,14.078235434566121,CLOUD2
124,41,0.4988130609312161,9.71418366154064,220,1,65.89885641202405,705.2606905573587,35,74.29074359035667,FOG1
125,28,8.699203820837836,2.926537404940717,455,1,47.89649661514468,1111.7123930351179,13,32.13241280916894,FOG2
126,7,5.552495447092722,3.0794034469692946,365,2,51.41469220240595,136.03613098897824,19,56.25185317937796,FOG1
127,73,7.941446872526273,2.5102205610147745,277,2,57.360238572747626,1781.2923707185282,1,77.65732224659831,CLOUD2
128,72,7.362074918022437,5.00169810492925,460,2,71.50493249905736,1598.7858416978486,45,8.180536363690226,FOG2
129,12,4.310952588521147,2.440563430062732,489,1,17.22957988099825,471.37020816162607,47,71.00962720440715,CLOUD1
130,34,11.315697114879615,2.6834798722982285,435,2,72.14991297750572,1873.1497133557014,16,46.31234509494964,CLOUD1
131,33,14.208935943935074,3.6228999048327655,472,2,55.05880551001439,700.0955512150688,43,46.76892282842104,CLOUD1
132,48,0.14736306853684367,5.276911350388679,228,1,63.52763558842057,1415.1539479222224,3,91.19141950627922,CLOUD2
133,23,2.322376522950275,5.469707197935023,415,2,36.20414118726096,1656.0550042315397,40,86.67495666331878,CLOUD1
134,62,12.490952411297885,7.48239455882017,324,2,42.75094694531593,1507.7374763506436,6,10.465705751832239,CLOUD2
135,88,4.887709144319924,7.436297546389826,111,2,28.493265572313618,1843.4072896566981,31,63.73996593561536,FOG2
136,37,10.861422051832559,7.049222628195206,376,2,88.34399979339241,1742.1220446473462,5,46.40538564177136,FOG1
137,99,4.261209686982409,4.476765657868549,253,1,49.76023780082534,1989.7618767740591,26,16.192374109774356,CLOUD2
138,44,4.955350433523625,1.3176364440068244,496,2,89.68615326372783,446.9616838946765,28,85.84988169739938,FOG2
139,86,1.7278185323428061,1.2733712033920113,416,1,49.1828782449013,679.0474223307301,15,11.793551939531763,FOG2
140,91,2.987174315523529,7.035459752219626,182,1,27.580101150725387,1308.829148120097,9,8.049252550356368,FOG2
141,35,9.299124818527051,6.68750894341474,121,2,50.596191738948534,1492.789653194009,22,23.763976295563623,FOG1
142,65,5.676836909177566,3.766591075111907,127,2,13.167645743926224,1115.7496036558473,37,33.82102937700877,CLOUD2
143,99,14.885604824450523,2.118527497405117,238,1,82.3815841137561,240.46389328456834,21,10.783673855607171,FOG2
144,47,19.145032348178937,2.905697953661817,405,1,75.4840200955553,1699.0309309207257,42,65.92458861481178,CLOUD1
145,78,7.801143800892532,5.3493886043990555,120,3,68.06564165554278,1925.661276440417,29,46.529252297247346,CLOUD1
146,3,14.199226758773891,5.353121999709874,312,2,58.7861372353968,870.48200327015,26,44.157941852876625,FOG2
147,1,3.6658750168604994,7.085062546253999,355,2,56.38673869362905,527.1437152278074,6,18.807369726335267,CLOUD1
148,5,5.360942285164687,4.0992910855850075,95,2,89.73825712635703,136.6961344279663,11,46.58996294554032,CLOUD1
149,90,12.474987157787824,4.511927942996715,273,1,32.23979472159503,550.868168577812,36,42.0657647251637,CLOUD2
150,14,4.881056756270549,7.250642611932879,377,2,72.37474922924623,1429.8456721930022,20,41.44605839251677,FOG1
151,27,8.879582520328935,0.7498101972247309,299,1,56.51238161709259,1832.0198365781878,44,25.763866127815394,CLOUD2
152,9,2.050246680267403,5.634905893834052,125,2,88.07044350071082,277.67482622035504,20,13.971546805269089,FOG2
153,79,9.15719182665771,4.331542442736128,123,1,76.2242546638602,1151.1924556076667,27,29.767253478841653,FOG2
154,15,19.76983927399759,6.425519557907486,191,2,89.88200903916741,1421.5093721724816,6,68.39066566459991,CLOUD1
155,90,20.298108913772836,6.025213205722684,122,2,57.065999556995706,625.1235601019104,33,11.927726492909812,CLOUD2
156,42,12.886030414969401,3.607380711220669,151,2,26.363516603594803,1182.8043744235738,30,41.3208219182514,FOG2
157,77,13.694505345100294,3.985330287042036,143,1,50.2949628555787,1458.9720094109684,34,53.865741910073496,FOG2
158,51,8.162812591330214,0.3960491489046367,118,2,66.88889072404596,1691.666561957216,5,96.49942219753518,CLOUD1
159,63,8.786772956742709,6.49998299652364,114,2,71.94883089452705,959.7497165579637,16,85.16337519953305,CLOUD1
160,96,1.4346696612900738,5.479547640129262,242,2,10.040799121275485,1520.9287159460252,12,92.07826660934454,FOG2
161,52,5.867337585609379,7.797024710903425,490,2,50.402167080183524,673.3876463057144,12,82.90014644200862,CLOUD2
162,96,5.992494230024066,4.201199927678906,111,2,28.818766397651725,504.7888188671014,11,60.9658849533036,FOG1
163,4,31.820097005208087,6.828671195296051,69,2,79.99294666038307,455.8961175722681,21,86.77474643054117,CLOUD2
164,94,5.640275148981933,2.8601479088717214,290,2,22.232435524018285,781.8581904688798,7,58.698507841532354,CLOUD1
165,23,7.970479730272686,0.0,252,3,63.31649996598667,168.17139539881316,34,38.98605933897633,FOG2
166,15,7.6196449448467565,4.8109721192644646,459,1,31.28497522599399,637.6844915639745,29,40.372490058820496,CLOUD1
167,43,10.126962331960382,3.866636489893949,349,1,38.52337145714178,1339.2233664421335,6,58.718862765086335,FOG2
168,29,13.792505524174182,2.8983571484305597,244,2,85.24474086054758,1331.0461896042598,36,81.89676415899027,FOG2
169,36,2.54946284857534,6.7962107869732336,111,3,29.235850032646358,239.75223233383335,34,17.697005380082945,FOG1
170,13,7.52312258612947,7.416493347087115,156,3,17.60022094583445,646.0896724531783,49,8.730195864985886,CLOUD1
171,32,17.482271451119395,5.210842558731722,174,2,15.542792115538067,1182.1595628880511,8,80.00901948476086,FOG1
172,71,6.219708271023798,4.634961860763669,350,2,50.36920880795697,705.2490612558954,37,66.52124657626734,CLOUD2
173,59,3.26364061714194,5.125416747805045,316,2,61.33691858274304,894.1772459588597,10,83.02447905610738,CLOUD1
174,86,10.633679574577886,3.6941475121973446,251,2,36.18349148567098,1454.3404385199517,16,97.78427006433033,FOG1
175,28,17.35950541730374,6.125191896856805,211,2,65.22077934344647,117.60697596759708,2,28.882431084909562,CLOUD1
176,66,0.6522173359661152,1.921256027677122,393,3,14.882697485859024,625.147733768018,19,23.457737658010736,FOG1
177,42,14.996444123195204,2.8538437431396146,351,2,78.58677159383015,370.50726319153165,7,37.39296200293353,FOG1
178,45,17.239957774589822,3.417477697386396,161,2,75.32537677913902,342.4574472525343,2,88.40641839298641,CLOUD1
179,62,6.190103600583251,6.082710861963058,386,2,88.83970171136684,1922.1764112497694,45,6.326567455705714,CLOUD2
180,57,40.92685348586703,4.395020285913513,81,2,84.92039847214764,815.4646299685937,23,6.000564578212975,FOG1
181,6,15.450947574447637,7.720780789406145,147,2,38.49577311351425,1101.4683113283158,31,25.59470675650075,FOG1
182,28,14.857283175562026,6.6066195127570175,296,2,41.94203072124617,1494.261585432302,4,40.712048094676895,CLOUD1
183,28,13.776858188231778,3.3978136488753083,310,1,69.67718779826076,190.15020223409536,16,33.722878389934294,CLOUD2
184,44,1.632346010805108,6.26693158079724,240,1,20.726621756398657,557.9430132596269,10,83.36719506361179,CLOUD1
185,84,2.4491750061703836,4.183585943695963,78,2,35.121176819586786,1681.080795953054,49,70.5236266364326,FOG2
186,30,6.236027066338554,5.946360990047927,97,3,19.48327495805186,1737.782165037974,21,84.59419978248346,CLOUD1
187,62,3.0653107054173994,6.703544327185947,299,1,46.39091592582651,808.6067492175239,28,41.457227982607805,FOG2
188,75,5.365554351317462,7.2294292036254335,275,2,54.16034239082541,812.2370393383596,46,61.60197704935895,FOG1
189,92,21.9340885577617,5.404043139675833,321,2,26.89283759702019,1538.1040665068756,12,53.968267673706514,CLOUD2
190,89,17.39130351162201,8.200247372960437,202,1,12.1305349531284,660.6334308247514,13,50.099022102128615,CLOUD2
191,62,9.943600588281411,5.8826287121225445,377,3,67.54846654004184,322.47875416599635,40,32.369804928261416,CLOUD1
192,97,19.527764278450505,5.270104318915261,334,3,11.60041315409348,589.3173554571085,17,72.37595989667183,FOG2
193,1,15.314236715578042,4.394971224680127,229,1,87.8722087142685,835.9549901079722,18,54.78281256751551,CLOUD1
194,27,5.60339680604068,3.737381959623265,351,2,27.728580539391636,199.18894823068672,10,12.467264203449703,CLOUD2
195,62,2.2447587853051,5.839767452123411,202,2,63.112007369303285,1009.492482980332,28,5.049626511958016,FOG2
196,77,7.219604032342635,5.201515273959968,283,3,44.780138099199135,1506.014274268279,13,6.930309641246413,CLOUD2
197,3,13.326735311545272,5.52165120126878,72,2,14.773908826968576,1076.1157745128771,34,12.215253348529838,FOG2
198,70,5.734452737453441,5.961491655112583,467,1,47.774688530757395,236.60114697756325,49,40.2406481576477,CLOUD1
199,72,10.989280678728068,5.513202956286097,143,2,51.34085074374397,936.2842995573212,6,34.03824028211504,FOG1
200,27,0.9907743593126817,9.026590813855702,419,3,78.37465664742948,1446.9187552813821,12,19.881025967856413,FOG1
201,9,13.783449867719611,3.9440702316437237,294,1,68.58792557183183,210.38364258136085,29,53.967683669127254,FOG2
202,62,16.751163891705612,5.864586688239412,339,2,16.34419798027091,213.70966048108818,13,97.16723426377506,FOG2
203,37,12.270294297901675,4.544613568302518,209,1,26.733014674581206,804.142666043867,26,20.26618067753455,FOG1
204,97,34.192672892912476,0.07705577284951826,422,3,34.95101473719582,470.4315318350473,4,28.80618909888333,CLOUD1
205,51,17.5245447574554,4.6130543542631095,334,1,19.312614917185556,1876.0835034859988,15,48.89978713503323,CLOUD1
206,44,23.340110343838674,3.127005888162919,58,3,46.551925673159246,1204.552847105512,16,65.87987152308253,CLOUD2
207,24,27.116228272023776,4.866355082319172,499,2,88.74473526900285,645.9182588712027,19,62.0237491322363,CLOUD2
208,79,16.16200687906822,4.94719495733659,234,2,51.16902329902093,1439.0757853184066,47,54.51393154410754,FOG1
209,59,11.216522068804917,5.770715775878675,344,3,69.35057346585354,812.3651975827248,26,75.04048029413023,FOG1
210,32,0.05734995052444854,3.9396412493676616,184,3,64.63502381594769,351.01972432011905,32,85.36482813132959,FOG1
211,96,6.2703318842217435,4.1898141685261185,159,2,77.99291480737104,550.7412367028028,6,99.90185620462692,FOG2
212,88,8.466767501016474,6.401387305619898,118,1,27.25787923724876,1321.2198404728138,6,49.22350224512059,CLOUD2
213,52,3.62449114490199,3.3818829410377544,185,2,70.30610093544226,198.56460139428415,5,99.52087900701301,FOG1
214,62,3.828787808193251,1.3230940185814157,145,2,80.50841922445996,618.109176091321,2,74.39744397639774,FOG1
215,58,32.48289592164574,5.314062713852962,168,2,23.72078583841942,495.7918075201318,2,67.44746636198128,CLOUD2
216,52,22.22950455056525,7.141697495136489,423,2,37.7441775830403,482.1567102854108,37,65.76989123830175,FOG1
217,12,18.916616122876192,6.3783609512937725,323,1,87.60814114652491,1397.248582754345,3,91.52070800232018,FOG1
218,39,5.208958280089727,5.350968391060607,407,2,72.4630276783834,1669.0521418332926,6,95.0537590753799,CLOUD1
219,2,0.13793241296932998,7.501290686697556,415,2,32.607266603002586,1460.1465553220917,31,21.95686615591784,CLOUD2
220,3,0.8362321035679512,7.164034478329832,387,1,55.11534157155896,1326.8828500209731,43,51.875264901202634,CLOUD1
221,56,3.742519007094613,4.338170944541879,226,2,42.3460898279583,1841.2583664539416,5,94.43773576421704,CLOUD2
222,81,0.1586814877341998,5.495043456674139,410,2,49.19721410617039,210.94552280616398,46,41.3007189442011,FOG1
223,59,0.17298542688134935,5.580920445272881,286,2,38.413295311256675,418.2178633548574,10,27.104270889537553,FOG2
224,2,24.841465584395642,4.826498742514861,321,1,32.34648148242725,887.3730257740111,27,14.752051940589583,FOG2
225,2,12.247147798763605,7.268495141747756,326,2,63.9810433113135,807.6581226573487,24,61.73567233668049,CLOUD1
226,92,3.6955176703732384,4.695719133206458,187,1,72.28334520688941,894.2980456297427,22,71.52591882457467,FOG2
227,54,1.4230644110918924,3.9994422179900084,411,2,79.91656981978758,492.2643195811415,25,23.577058705836127,FOG2
228,87,7.166936718831993,0.0,181,2,22.426397385455044,384.05629960243385,3,68.99562075134826,CLOUD1
229,96,0.053605027110580315,3.403392235252577,93,2,75.82844189161925,1067.4671701700631,16,90.46382325744047,FOG1
230,97,27.873165479166836,2.3691641823931358,172,1,30.38406595816508,1863.299795730708,30,28.140048158252455,CLOUD2
231,1,5.358274464463266,4.919207697467129,185,2,44.18691119280405,844.7419784648423,48,16.58999008691033,FOG1
232,19,5.147248077755101,2.492621499074491,416,3,82.11549486793973,182.37110682710335,43,84.36527740458752,CLOUD1
233,2,4.952699227936876,6.217369483337802,422,1,46.360288078608164,1441.7179514900965,4,92.06241145669316,FOG1
234,53,0.7184872812458656,7.216875216428077,175,3,25.765082723545298,653.0993205016324,43,25.411884532359895,FOG1
235,44,10.170016287594507,4.937686482823761,488,2,22.789492418969424,565.680513879295,40,73.5311521772931,CLOUD1
236,90,13.205201773342793,3.0319645674725164,324,2,47.83870133217071,716.090201326128,16,61.13734898997531,CLOUD1
237,32,11.273988676985795,5.572800752363067,113,1,71.01379391812432,1475.249495424965,40,27.723663047520784,CLOUD1
238,70,1.49005348660481,8.786950116176055,345,1,89.7764115179441,1655.7568350535778,41,83.24748043419535,FOG2
239,32,8.647428689764498,8.164961258649122,281,3,72.99269027447215,1217.306527944031,46,49.69155439480243,CLOUD1
240,68,8.42771914352106,2.187842613525154,100,2,80.16095671542828,712.709632067148,8,71.53171807359887,CLOUD1
241,55,20.280702386895392,2.1136375530635236,186,1,69.82658887479104,689.9086429228286,24,33.63516885599823,CLOUD1
242,75,4.766297872237799,1.6009271204001037,207,2,81.63480806048848,336.1858648203797,16,82.49925200675555,CLOUD1
243,56,4.643968863004686,2.7260410924993574,105,1,16.103483465113058,1873.2719916468695,27,30.107166064866977,FOG1
244,17,9.637153579504961,5.50318493753726,130,2,84.39452791853164,1312.4648580407572,2,39.65478810876441,CLOUD1
